id,uri,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release
1524,https://open.spotify.com/track/32lexhcz93AinKK0qLTZaZ,ni gucci ni prada,Kenny Man,single,panamanian pop,179129.0,False,Ni Gucci Ni Prada,2018-09-14,1,1,0.799,0.6759999999999999,2,-5.644,1,0.1689999999999999,0.41,0.0007769999999999,0.325,0.91,104.956,175200,4,pop,792.0
1525,https://open.spotify.com/track/2pMl9Sx4glsuk5ikZtFBtX,,,,,,,,,,,,,,,,,,,,,,,,,
1526,https://open.spotify.com/track/09Yoq7UUSqh9aJSBoRMDfA,wie buffon,MERO,album,german hip hop,1640962.0,True,YA HERO YA MERO,2019-03-15,8,12,0.758,0.7070000000000001,1,-9.751,0,0.193,0.154,0.0,0.103,0.78,171.86900000000003,157440,1,hip hop,610.0
1527,https://open.spotify.com/track/7cWmR9RLLMY6bj28q4bhvz,tic toc,Rich The Kid - Tory Lanez,single,atl hip hop,2367135.0,True,Tic Toc (with Tory Lanez),2019-03-15,1,1,0.78,0.643,1,-4.154,1,0.121,0.0381,0.0,0.115,0.211,169.995,150041,4,hip hop,610.0
1528,https://open.spotify.com/track/2GxHx0bbc0BK7Z0ChMJUtO,träume werden wahr,MERO - BRADO,album,german hip hop,1640962.0,True,YA HERO YA MERO,2019-03-15,11,12,0.84,0.764,8,-6.343999999999999,1,0.191,0.335,7.81e-06,0.118,0.485,130.113,165640,4,hip hop,610.0
1529,https://open.spotify.com/track/4fgV3PU9JBlpJu0w4Yhr76,hops,MERO,album,german hip hop,1640962.0,True,YA HERO YA MERO,2019-03-15,3,12,0.8540000000000001,0.623,11,-8.854,0,0.0745,0.177,0.0,0.114,0.468,129.991,154427,4,hip hop,610.0
1530,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,electricity,Silk City - Dua Lipa - Diplo - Mark Ronson,single,edm,59908.0,False,Electricity (with Dua Lipa),2018-09-06,1,1,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,238173,4,dance/electronic,800.0
1531,https://open.spotify.com/track/4Tvw0lweq9l2JPQKFbpbBQ,better when youre gone,David Guetta - Brooks - Loote,single,dance pop,21659022.0,False,Better When You're Gone,2019-02-08,1,1,0.647,0.795,1,-3.548,0,0.0372,0.0635,0.0,0.188,0.409,127.992,192402,4,pop,645.0
1532,https://open.spotify.com/track/14f1n3XCW3fQhAODW0CwLK,wolke 10,MERO,single,german hip hop,1640962,True,Wolke 10,2019-03-08,1,1,0.77,0.797,10,-4.985,0,0.0693,0.0662,3.81e-06,0.0858,0.393,100.003,172827,4,hip hop,617.0
1533,https://open.spotify.com/track/3Kuu5vASpXK8oRsxOvau6P,think about you,Kygo - Valerie Broussard,single,edm,6858400.0,False,Think About You,2019-02-14,1,1,0.6729999999999999,0.596,10,-7.891,1,0.0354,0.166,0.0,0.11,0.19,123.969,208567,4,dance/electronic,639.0
1534,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,no stylist,French Montana - Drake,single,hip hop,3691323.0,True,No Stylist,2018-09-20,1,3,0.765,0.7040000000000001,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,192172,4,hip hop,786.0
1535,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,look alive,BlocBoy JB - Drake,single,pop rap,1185031.0,True,Look Alive (feat. Drake),2018-02-09,1,1,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.02200000000002,181263,4,pop,1009.0
1536,https://open.spotify.com/track/7pMRoGLEJuFM2wl5pt0R99,legacy,Offset - Travis Scott - 21 Savage,album,atl hip hop,1770484.0,True,FATHER OF 4,2019-02-22,11,16,0.8440000000000001,0.513,1,-8.769,1,0.335,0.178,0.0,0.0845,0.344,128.085,244941,4,hip hop,631.0
1537,https://open.spotify.com/track/2BSbCCbaSCzkOEZa6N5901,flaws and sins,Juice WRLD,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,9,22,0.7090000000000001,0.662,8,-4.55,1,0.0766,0.00966,0.0,0.108,0.439,150.046,218349,4,rap,617.0
1538,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,kika,6ix9ine - Tory Lanez,album,emo rap,5963018.0,True,DUMMY BOY,2018-11-27,4,13,0.745,0.715,1,-3.3680000000000003,0,0.245,0.128,0.0,0.182,0.342,94.513,136032,4,rap,718.0
1539,https://open.spotify.com/track/6phY2gnvf9WwCiXlLMQOY3,hemotions,Juice WRLD,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,3,22,0.561,0.76,2,-7.194,1,0.264,0.667,0.0,0.106,0.317,163.938,187211,4,rap,617.0
1540,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,i love it,Kanye West - Lil Pump,single,chicago rap,12691508.0,True,I Love It,2018-09-07,1,1,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,127947,4,rap,799.0
1541,https://open.spotify.com/track/4zxpssj8DyrfZcEUSUiNxG,ring ring,Juice WRLD - Rvssian - Clever,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,13,22,0.581,0.6729999999999999,0,-4.421,0,0.0549,0.0768,0.0,0.4,0.621,160.07299999999995,171817,4,rap,617.0
1542,https://open.spotify.com/track/32h6yQGn4oAhZ0HRsTMX26,crown,TOMORROW X TOGETHER,single,k-pop,2330479,False,The Dream Chapter: STAR,2019-03-04,2,5,0.622,0.8,5,-5.819,1,0.0425,0.0505,0.0,0.0619,0.58,110.977,230707,4,k-pop,621.0
1543,https://open.spotify.com/track/4cIPLtg1avt2Jm3ne9S1zy,,,,,,,,,,,,,,,,,,,,,,,,,
1544,https://open.spotify.com/track/4rWC4tiO4NCwRHdh6vyu6b,big,Juice WRLD,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,7,22,0.768,0.6409999999999999,11,-6.197,0,0.114,0.0628,0.0,0.0912,0.231,144.963,224063,4,rap,617.0
1545,https://open.spotify.com/track/06LFFPPS7MylCZXps3cO4m,who shot cupid?,Juice WRLD,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,12,22,0.758,0.932,3,-2.809,1,0.0372,0.0558,0.0,0.097,0.5920000000000001,125.993,214246,4,rap,617.0
1546,https://open.spotify.com/track/7dbka99KTWke5o9hRp0JoB,sunflower - spider-man: into the spider-verse,Post Malone - Swae Lee,compilation,dfw rap,29173640.0,False,Spider-Man: Into the Spider-Verse (Deluxe Edition / Soundtrack From & Inspired By The Motion Picture),2019-02-22,2,15,0.7609999999999999,0.479,2,-5.574,1,0.0466,0.552,0.0,0.0704,0.912,89.913,158040,4,rap,631.0
1548,https://open.spotify.com/track/4dOmgE4ULbySxpeGObN8RL,syphilis,Juice WRLD,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,11,22,0.782,0.659,1,-3.103,1,0.248,0.0696,0.0,0.168,0.336,148.03,131761,4,rap,617.0
1547,https://open.spotify.com/track/5ZOEulH7fvK4ZkMLTOyKL0,demonz  - interlude,Juice WRLD - Brent Faiyaz,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,4,22,0.502,0.309,6,-11.389,1,0.0601,0.268,0.279,0.127,0.18,169.52200000000005,95267,1,rap,617.0
1549,https://open.spotify.com/track/572BChNcXOIvtfn2TGmTKc,on god,Juice WRLD - Young Thug,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,17,22,0.797,0.722,5,-6.23,0,0.0601,0.0925,0.0,0.112,0.338,145.99,250272,4,rap,617.0
1550,https://open.spotify.com/track/15LOSQ3z91ZB2wMiMhiCjZ,desire,Juice WRLD,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,14,22,0.597,0.767,1,-4.713,0,0.0481,0.106,0.0,0.107,0.205,148.009,189813,4,rap,617.0
1551,https://open.spotify.com/track/3fd5jcZKAzoiivM4ZDwhyU,two of us,Louis Tomlinson,single,pop,4050148.0,False,Two of Us,2019-03-07,1,1,0.614,0.605,0,-5.4110000000000005,1,0.0321,0.226,0.0,0.124,0.329,127.107,217855,4,pop,618.0
1552,https://open.spotify.com/track/6XRgC4KAp4upKu0v7H4tQo,lo/hi,The Black Keys,single,alternative rock,3326921,False,Lo/Hi,2019-03-07,1,1,0.606,0.679,2,-7.445,1,0.0321,0.015,0.000427,0.234,0.705,122.012,177003,4,rock,618.0
1553,https://open.spotify.com/track/0baYVkFX4vIXXmIuHRWXDN,out my way,Juice WRLD,album,chicago rap,13266070,True,Death Race For Love,2019-03-08,15,22,0.664,0.8320000000000001,10,-3.1660000000000004,0,0.34,0.107,0.0,0.7759999999999999,0.498,164.144,156621,4,rap,617.0
1555,https://open.spotify.com/track/4Z9cAwlkruSbWblPBthygg,10 feet,Juice WRLD,album,chicago rap,13266070,True,Death Race For Love,2019-03-08,18,22,0.6779999999999999,0.6809999999999999,6,-7.697999999999999,0,0.183,0.466,0.000657,0.263,0.525,104.014,212312,4,rap,617.0
1556,https://open.spotify.com/track/44ShclXTOOnYtt5CnCDeGV,robbery,Juice WRLD,single,chicago rap,13266070.0,True,Robbery,2019-02-13,1,1,0.708,0.691,2,-5.178999999999999,1,0.0442,0.342,0.0,0.222,0.535,79.99,240527,4,rap,640.0
1554,https://open.spotify.com/track/6LkawpJyy0TZJ6Z41gMVyy,the bees knees,Juice WRLD,album,chicago rap,13266070.0,True,Death Race For Love,2019-03-08,16,22,0.4270000000000001,0.7240000000000001,0,-4.751,1,0.0844,0.125,0.0,0.7490000000000001,0.289,140.029,325810,4,rap,617.0
1557,https://open.spotify.com/track/5UYK9MervBCROg8AHNeEIy,hear me calling,Juice WRLD,single,chicago rap,13266070.0,True,Hear Me Calling,2019-03-01,1,1,0.648,0.701,10,-3.5460000000000003,1,0.186,0.417,9.9e-06,0.103,0.588,177.94299999999996,189977,4,rap,624.0
1558,https://open.spotify.com/track/0mfCH4nfpshBQR9ueZP5eP,girls need love  - remix,Summer Walker - Drake,single,pop,1739825.0,True,Girls Need Love (with Drake) [Remix],2019-02-10,1,1,0.6559999999999999,0.4320000000000001,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4,pop,643.0
1560,https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT,what a time,Julia Michaels - Niall Horan,single,dance pop,3285815.0,False,Inner Monologue Part 1,2019-01-24,6,6,0.518,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.85399999999998,173307,4,pop,660.0
1561,https://open.spotify.com/track/59PYgzOiOjGDzjDT5N5oOX,asesina - remix,Brytiago - Daddy Yankee - Ozuna - Darell - Anuel AA,single,latin,2905420.0,False,Asesina (Remix),2018-10-31,1,1,0.825,0.69,10,-4.252,0,0.226,0.589,0.0,0.413,0.516,94.194,327467,4,latin,745.0
1562,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,ghostin,Ariana Grande,album,dance pop,52571724.0,False,"thank u, next",2018-02-07,8,12,0.396,0.358,9,-8.294,1,0.0292,0.422,1.7100000000000002e-05,0.19,0.111,103.807,271467,4,pop
1563,https://open.spotify.com/track/5Apvsk0suoivI1H8CmBglv,,,,,,,,,,,,,,,,,,,,,,,,,
1559,https://open.spotify.com/track/5NPzbTzFxIQPaheZuPhn4f,forever alone,Paulo Londra,single,argentine hip hop,11427104.0,False,Forever Alone,2019-02-13,1,1,0.8640000000000001,0.426,7,-8.392000000000001,0,0.0561,0.498,0.000228,0.145,0.477,129.954,215963,4,hip hop,640.0
1564,https://open.spotify.com/track/0hCHNYL8ApQCGNwJrYN1FY,bad girls,Lil Skies - Gucci Mane,album,melodic rap,4514676,True,Shelby,2019-03-01,2,14,0.7709999999999999,0.7609999999999999,1,-4.727,0,0.047,0.208,0.0,0.091,0.277,131.01,219664,4,rap,624.0
1565,https://open.spotify.com/track/1R6VwZ8TuHRzxZUxe88n4I,rule the world,2 Chainz - Ariana Grande,album,atl hip hop,5854248.0,True,Rap Or Go To The League,2019-03-01,9,14,0.5920000000000001,0.584,8,-6.232,0,0.0893,0.158,2.63e-06,0.132,0.447,88.073,245893,4,hip hop,624.0
1566,https://open.spotify.com/track/6Z4rmc0uujCpl8yXe3yjgI,whip,2 Chainz - Travis Scott,album,atl hip hop,5854248.0,True,Rap Or Go To The League,2019-03-01,6,14,0.7929999999999999,0.399,7,-7.428,1,0.0951,0.12,0.0,0.124,0.0379,121.949,226600,4,hip hop,624.0
1567,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,lucky you,Eminem - Joyner Lucas,album,detroit hip hop,39078037,True,Kamikaze,2018-08-31,3,13,0.8759999999999999,0.7859999999999999,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.06799999999996,244679,4,hip hop,806.0
1568,https://open.spotify.com/track/6IAgarq2wDeYzpsY2Kx0Hw,almeda,Solange,album,afrofuturism,1228127,True,When I Get Home,2019-03-01,9,19,0.8270000000000001,0.5529999999999999,1,-5.296,1,0.032,0.0227,1.52e-05,0.176,0.0631,110.015,236120,4,else,624.0
1569,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv,bones,Galantis - OneRepublic,single,big room,2986089,False,Bones (feat. OneRepublic),2019-01-31,1,1,0.6579999999999999,0.804,0,-5.735,1,0.0377,0.00463,0.0,0.178,0.508,120.047,205793,4,house,653.0
1570,https://open.spotify.com/track/4T652DlATVHe0jdLKaN3Bw,in my head,Ariana Grande,album,dance pop,52571724.0,True,"thank u, next",2019-02-08,9,12,0.662,0.6,0,-6.402,1,0.0703,0.173,0.000137,0.109,0.331,134.97899999999998,222947,4,pop
1572,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB,vamos pra gaiola,MC Kevin o Chris - FP do Trem Bala,single,funk 150 bpm,2432327,True,Vamos pra Gaiola,2019-01-11,1,1,0.872,0.971,6,-5.5760000000000005,1,0.281,0.917,0.00143,0.121,0.521,149.987,161600,4,funk,673.0
1571,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,ella quiere beber - remix,Anuel AA - Romeo Santos,single,latin,14877871,False,Ella Quiere Beber (Remix),2018-11-02,1,1,0.7509999999999999,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.698,95.239,219357,4,latin,743.0
1574,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,cuando te besé,Becky G - Paulo Londra,single,dance pop,9339408.0,False,Cuando Te Besé,2018-08-02,1,1,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,pop,835.0
1573,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz,agora é tudo meu,Dennis DJ - MC Kevinho,single,brazilian edm,1787651.0,False,Agora é Tudo Meu,2018-12-07,1,1,0.848,0.933,5,-3.306,0,0.106,0.7,2.81e-06,0.184,0.506,139.998,171998,4,dance/electronic,708.0
1575,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,culpables,KAROL G - Anuel AA,single,latin,12839172.0,False,Culpables,2018-09-14,1,1,0.728,0.8009999999999999,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,latin,792.0
1576,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,silence,Marshmello - Khalid,single,brostep,27670203.0,False,Silence,2017-08-11,1,1,0.52,0.7609999999999999,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4,dance/electronic,1191.0
1577,https://open.spotify.com/track/7G2XZhDNHo7SSDWSVxC0UT,terremoto,Anitta - MC Kevinho,single,funk carioca,9903432.0,False,Terremoto,2019-02-01,1,1,0.8909999999999999,0.805,8,-5.836,0,0.0898,0.329,0.0,0.277,0.967,95.045,146276,4,funk,652.0
1578,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F,hoje eu vou parar na gaiola,Mc Livinho - Rennan da Penha,single,brazilian edm,5801264.0,True,Hoje Eu Vou Parar Na Gaiola,2018-10-17,1,1,0.65,0.361,2,-7.153,1,0.404,0.0331,0.0,0.0978,0.8440000000000001,89.803,177094,4,dance/electronic,759.0
1579,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,atrasadinha - ao vivo,Felipe Araújo - Ferrugem,album,funk carioca,3365988,False,Por Inteiro (Primeira Metade) [Ao Vivo],2018-09-20,2,10,0.6759999999999999,0.8440000000000001,7,-3.3960000000000004,1,0.109,0.498,0.0,0.866,0.716,159.969,172767,4,funk,786.0
1580,https://open.spotify.com/track/7jKUnzzOGhAlPjr7LkIUlE,momma i hit a lick,2 Chainz - Kendrick Lamar,album,atl hip hop,5854248.0,True,Rap Or Go To The League,2019-03-01,8,14,0.7959999999999999,0.467,11,-6.292999999999998,1,0.34,0.202,3.32e-05,0.206,0.4,179.97400000000005,173760,3,hip hop,624.0
1581,https://open.spotify.com/track/6qP73DRFGojLuIk1siIhNE,dile la verdad,The Rudeboyz - Jowell & Randy - Manuel Turizo,single,reggaeton flow,12578,False,Dile la Verdad,2019-01-11,1,1,0.8859999999999999,0.701,7,-3.504,1,0.141,0.292,1.16e-05,0.0574,0.823,103.0,219029,4,reggaeton,673.0
1582,https://open.spotify.com/track/6GCIYIWUBSLontW6divqsw,stay flo,Solange,album,afrofuturism,1228127.0,True,When I Get Home,2019-03-01,6,19,0.823,0.5579999999999999,9,-7.119,1,0.0278,0.397,2.03e-05,0.0821,0.674,155.974,175707,4,else,624.0
1583,https://open.spotify.com/track/4zb3kFL9fXrrfTwIY4CcDy,flux,Ellie Goulding,single,dance pop,8604850.0,False,Flux,2019-03-01,1,1,0.518,0.465,0,-5.903,1,0.0273,0.8340000000000001,0.0,0.203,0.302,93.024,229783,4,pop,624.0
1584,https://open.spotify.com/track/0Goo25lbtpwor5vb0K2r21,nowadays pt. 2,Lil Skies - Landon Cube,album,melodic rap,4514676.0,True,Shelby,2019-03-01,4,14,0.687,0.8290000000000001,4,-3.607,0,0.0298,0.0836,0.0,0.0986,0.349,152.059,221153,4,rap,624.0
1585,https://open.spotify.com/track/6flur5o18COKeafnjLHRiJ,be like me,Lil Pump - Lil Wayne,album,emo rap,7325898.0,True,Harverd Dropout,2019-02-22,12,16,0.948,0.396,5,-8.08,0,0.173,0.00335,0.0,0.192,0.593,104.006,240000,4,rap,631.0
1586,https://open.spotify.com/track/5600nq7TiBraBX2jobyJ3l,swan song - from the motion picture alita: battle angel,Dua Lipa,single,dance pop,20575026.0,False,"Swan Song (From the Motion Picture ""Alita: Battle Angel"")",2019-01-24,1,1,0.588,0.821,5,-6.54,0,0.216,0.00579,0.000275,0.208,0.509,188.098,182075,4,pop,660.0
1587,https://open.spotify.com/track/68r3esIMdWpIeZqWZQDnfY,burnin up,Jonas Brothers,single,boy band,4654109.0,False,Burnin' Up/ When You Look Me In The Eyes (UK Version),2008-09-22,1,2,0.665,0.948,2,-3.387,1,0.0881,0.0258,0.0,0.378,0.841,114.012,175347,4,boy band,4427.0
1588,https://open.spotify.com/track/3DKpA54hrFIdPN6AtL9HXa,ill never love again - film version - radio edit,Lady Gaga - Bradley Cooper,album,dance pop,14439685.0,False,A Star Is Born Soundtrack (Without Dialogue),2018-10-05,18,19,0.45,0.335,7,-7.463999999999999,1,0.0298,0.785,1.25e-06,0.0979,0.25,109.908,281235,4,pop,771.0
1589,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,yosemite,Travis Scott,album,rap,13434540.0,True,ASTROWORLD,2018-08-03,12,17,0.785,0.5539999999999999,0,-6.5710000000000015,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4,rap,834.0
1590,https://open.spotify.com/track/27356GVuMPFWiJSZCragoM,make up,Ariana Grande,album,dance pop,52571724.0,True,"thank u, next",2019-02-08,7,12,0.6709999999999999,0.7140000000000001,7,-5.372999999999998,1,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,140693,3,pop
1591,https://open.spotify.com/track/2QrXzOqLCVDRZHkToA0tSR,never go back,Dennis Lloyd,single,israeli pop,487838.0,False,Never Go Back,2019-02-15,1,1,0.421,0.653,9,-4.85,0,0.398,0.0135,0.0,0.114,0.733,78.6,175424,4,pop,638.0
1592,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,god is a woman,Ariana Grande,album,dance pop,52571724.0,True,Sweetener,2018-08-17,5,15,0.602,0.6579999999999999,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,4,pop,820.0
1594,https://open.spotify.com/track/5ojNTROUJJgCFFbdD3xTZn,goutte deau,Ninho,single,french hip hop,3745813,True,Goutte d'eau,2019-02-21,1,1,0.6629999999999999,0.685,5,-6.162999999999999,0,0.163,0.6779999999999999,0.0,0.122,0.312,137.834,157076,4,hip hop,632.0
1595,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV,rewrite the stars,James Arthur - Anne-Marie,single,pop,6843219.0,False,Rewrite The Stars (with James Arthur & Anne-Marie),2018-10-25,1,1,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.5710000000000001,125.944,218293,4,pop,751.0
1596,https://open.spotify.com/track/6PfI6EeLNiNGVAVg11nv7D,speed it up,Gunna,album,atl hip hop,2611308.0,True,Drip or Drown 2,2019-02-22,10,16,0.912,0.5870000000000001,7,-7.395,1,0.0582,0.0394,0.01,0.111,0.435,143.02700000000004,179022,4,hip hop,631.0
1593,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,im a mess,Bebe Rexha,album,dance pop,5754092.0,False,Expectations,2018-06-22,2,14,0.63,0.6940000000000001,11,-6.2570000000000014,0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519,4,pop,876.0
1597,https://open.spotify.com/track/76PwajqH3ej4hnk9tgaJpp,outstanding,Gunna,album,atl hip hop,2611308,True,Drip or Drown 2,2019-02-22,2,16,0.8290000000000001,0.73,6,-4.553999999999999,0,0.241,0.309,0.0,0.109,0.324,149.075,180780,4,hip hop,631.0
1600,https://open.spotify.com/track/6VMAFT0zfide2Jg8MVZAPz,capital bra je mappelle,Capital Bra,single,german hip hop,3722987.0,True,Capital Bra je m'appelle,2019-02-22,1,1,0.626,0.768,10,-4.6530000000000005,0,0.166,0.159,0.000186,0.0848,0.753,80.066,187000,4,hip hop,631.0
1598,https://open.spotify.com/track/32iPykTXUNZ9oGyACGUybq,how did i get here,Offset - J. Cole,album,atl hip hop,1770484.0,True,FATHER OF 4,2019-02-22,2,16,0.883,0.544,2,-7.92,1,0.233,0.507,1.6e-06,0.08,0.114,129.993,276794,4,hip hop,631.0
1601,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,hope,The Chainsmokers - Winona Oak,album,dance pop,16931568.0,False,Sick Boy,2018-12-14,3,10,0.773,0.6990000000000001,1,-5.982,0,0.0958,0.488,3.6000000000000007e-06,0.0814,0.513,104.941,180120,4,pop,701.0
1602,https://open.spotify.com/track/4W9XGjEUVG9junR70FOLii,lick,Offset,album,atl hip hop,1770484.0,True,FATHER OF 4,2019-02-22,3,16,0.959,0.539,4,-6.6110000000000015,0,0.0958,0.172,0.0,0.108,0.657,103.0,204516,4,hip hop,631.0
1603,https://open.spotify.com/track/12mGwph2YzDIlChtq3EdXP,alone,Marshmello,single,brostep,27670203.0,False,Alone,2016-05-13,1,1,0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,273803,4,dance/electronic,1637.0
1599,https://open.spotify.com/track/4BD9yUEFI07WaDJ381DDMq,dna,KC Rebell - Summer Cem - Capital Bra,single,german drill,1037761.0,False,DNA,2019-02-15,1,1,0.828,0.6859999999999999,2,-5.242000000000001,1,0.264,0.0519,2.23e-06,0.11,0.544,156.033,253346,4,trap,638.0
1604,https://open.spotify.com/track/1HNywa8Bk0TmzRwQrzhtPo,i guess i just feel like,John Mayer,single,neo mellow,4770134.0,False,I Guess I Just Feel Like,2019-02-22,1,1,0.556,0.528,4,-8.033,1,0.0266,0.615,0.0964,0.122,0.163,159.821,285480,4,indie,631.0
1605,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk,everyday,Logic - Marshmello,album,conscious hip hop,5004777,True,Bobby Tarantino II,2018-03-09,12,13,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,204747,4,hip hop,981.0
1607,https://open.spotify.com/track/0SQ8yalm13UIJuebuZkQlH,wild wild west,Offset - Gunna,album,atl hip hop,1770484.0,True,FATHER OF 4,2019-02-22,6,16,0.902,0.621,9,-5.315,1,0.199,0.0841,0.0,0.138,0.4970000000000001,114.007,236300,4,hip hop,631.0
1606,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,breathin,Ariana Grande,album,dance pop,52571724.0,True,Sweetener,2018-08-17,9,15,0.568,0.6559999999999999,8,-5.412999999999999,1,0.0433,0.0211,1.3699999999999998e-05,0.213,0.364,100.049,198160,4,pop,820.0
1608,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO,ferrari,Eno - MERO,single,german drill,623778.0,True,Ferrari,2019-02-08,1,1,0.73,0.725,10,-4.888999999999999,0,0.318,0.387,0.0,0.153,0.625,79.648,172321,4,trap,645.0
1609,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs,gib ihm,SHIRIN DAVID,single,frauenrap,490063.0,True,Gib Ihm,2019-02-15,1,1,0.928,0.402,10,-10.640999999999998,0,0.32,0.217,3.3799999999999995e-05,0.0957,0.578,97.976,162997,4,rap,638.0
1610,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,jackie chan,Tiësto - Dzeko - Preme - Post Malone,single,big room,5177309.0,True,Jackie Chan,2018-05-18,1,1,0.747,0.8340000000000001,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,215760,4,house,911.0
1611,https://open.spotify.com/track/4JWQC6gyYoPRnxRxk0ta2M,peer pressure,James Bay - Julia Michaels,single,modern rock,3099566.0,False,Peer Pressure (feat. Julia Michaels),2019-02-22,1,1,0.631,0.715,1,-6.082999999999998,0,0.0277,0.0299,0.0,0.121,0.42,135.826,176880,4,rock,631.0
1612,https://open.spotify.com/track/57QievAWQ13DWl20Obiz8E,father of 4,Offset - Big Rube,album,atl hip hop,1770484.0,True,FATHER OF 4,2019-02-22,1,16,0.736,0.515,1,-7.739,1,0.163,0.384,4.31e-06,0.113,0.421,149.977,259834,4,hip hop,631.0
1613,https://open.spotify.com/track/1unFtbwcAnSGgYPmp52vc0,wit it,Gunna,album,atl hip hop,2611308,True,Drip or Drown 2,2019-02-22,1,16,0.868,0.657,7,-5.318,0,0.0745,0.197,0.0,0.105,0.508,125.905,139644,4,hip hop,631.0
1615,https://open.spotify.com/track/1O01cSag3DaCGneWQgPBL4,drop out,Lil Pump,album,emo rap,7325898,True,Harverd Dropout,2019-02-22,1,16,0.95,0.573,0,-6.31,1,0.138,0.00306,0.0,0.0887,0.5489999999999999,120.032,121000,4,rap,631.0
1614,https://open.spotify.com/track/5X4c1AVbFfl8u36AE5QLCI,butterfly doors,Lil Pump,album,emo rap,7325898.0,True,Harverd Dropout,2019-02-22,8,16,0.925,0.397,5,-11.265,1,0.1689999999999999,0.0889,5.12e-05,0.144,0.429,130.00799999999998,132923,4,rap,631.0
1616,https://open.spotify.com/track/3pq5dd3Hwg2uJ3d63v9YRx,one call,Gunna,album,atl hip hop,2611308.0,True,Drip or Drown 2,2019-02-22,3,16,0.861,0.481,2,-7.309,1,0.343,0.125,1.3800000000000003e-05,0.0903,0.188,146.99200000000005,195736,4,hip hop,631.0
