id,uri,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release
XcMAnKlTgXXK,roxanne,Arizona Zervas,single,pop rap,522489.0,True,ROXANNE,2019-10-10,1,1,0.621,0.601,6,-5.6160000000000005,0,0.148,0.0522,0.0,0.46,0.457,116.735,163636,5,pop,401.0
2,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,tusa,KAROL G - Nicki Minaj,single,latin,12839172.0,False,Tusa,2019-11-07,1,1,0.8029999999999999,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,latin,373.0
3,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,dont start now,Dua Lipa,single,dance pop,20575026.0,False,Don't Start Now,2019-10-31,1,1,0.794,0.7929999999999999,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,4,pop,380.0
4,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,circles,Post Malone,album,dfw rap,29173640.0,False,Hollywood's Bleeding,2019-09-06,6,17,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.5529999999999999,120.042,215280,4,rap,435.0
6,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,blinding lights,The Weeknd,single,canadian contemporary r&b,25562055,False,Blinding Lights,2019-11-29,1,1,0.513,0.7959999999999999,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,201573,4,r&b/soul,351.0
5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,memories,Maroon 5,single,pop,27713137.0,False,Memories,2019-09-20,1,1,0.764,0.32,11,-7.209,1,0.0546,0.8370000000000001,0.0,0.0822,0.575,91.019,189486,4,pop,421.0
7,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,señorita,Shawn Mendes - Camila Cabello,album,canadian pop,29743681.0,False,Shawn Mendes (Deluxe),2019-06-19,1,16,0.759,0.5479999999999999,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.7490000000000001,116.967,190800,4,pop,514.0
8,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,ritmo,Black Eyed Peas - J Balvin,single,dance pop,4907118.0,True,RITMO (Bad Boys For Life),2019-10-12,1,1,0.721,0.716,10,-7.037000000000001,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4,pop,399.0
9,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,falling,Trevor Daniel,single,alternative r&b,504066.0,False,Falling,2018-10-05,1,1,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4,r&b/soul,771.0
10,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,bad guy,Billie Eilish,album,electropop,34697267,False,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,2,14,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,pop
11,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,single,electropop,34697267,False,everything i wanted,2019-11-13,1,1,0.7040000000000001,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4,pop,367.0
12,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,someone you loved,Lewis Capaldi,album,pop,5649718.0,False,Divinely Uninspired To A Hellish Extent,2019-05-17,4,12,0.501,0.405,1,-5.678999999999999,1,0.0319,0.7509999999999999,0.0,0.105,0.446,109.891,182161,4,pop,547.0
13,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,the box,Roddy Ricch,album,melodic rap,4688338.0,True,Please Excuse Me For Being Antisocial,2019-12-06,2,16,0.8959999999999999,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971,196653,4,rap,344.0
14,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,adore you,Harry Styles,album,pop,10361677.0,False,Fine Line,2019-12-13,3,12,0.6759999999999999,0.7709999999999999,8,-3.675,1,0.0483,0.0237,7.000000000000002e-06,0.102,0.569,99.048,207133,4,pop,337.0
15,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,ride it,Regard,single,edm,105987.0,False,Ride It,2019-07-26,1,1,0.88,0.7509999999999999,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4,dance/electronic,477.0
16,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,my oh my,Camila Cabello - DaBaby,album,dance pop,18673543.0,False,Romance,2019-12-06,4,14,0.7240000000000001,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4,pop,344.0
17,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,single,pop,3657373.0,True,hot girl bummer,2019-08-23,1,1,0.778,0.5589999999999999,6,-7.109,0,0.0776,0.128,0.0,0.399,0.6779999999999999,129.989,185093,1,pop,449.0
18,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,lose you to love me,Selena Gomez,single,dance pop,23289724.0,False,Lose You To Love Me,2019-10-23,1,1,0.505,0.34,4,-9.005,1,0.0438,0.5760000000000001,0.0,0.21,0.0916,101.993,206459,4,pop,388.0
19,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,vete,Bad Bunny,single,latin,26265604.0,True,Vete,2019-11-21,1,1,0.8859999999999999,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4,latin,359.0
20,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,i dont care,Ed Sheeran - Justin Bieber,album,pop,71783101.0,False,No.6 Collaborations Project,2019-07-12,6,15,0.7979999999999999,0.6759999999999999,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4,pop,491.0
21,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,watermelon sugar,Harry Styles,album,pop,10361677.0,False,Fine Line,2019-12-13,2,12,0.5479999999999999,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4,pop,337.0
22,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,,,,,,,,,,,,,,,,,,,,,,,,,
23,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,china,Anuel AA - Daddy Yankee - KAROL G - J Balvin - Ozuna,single,latin,14877871,False,China,2019-07-19,1,1,0.7859999999999999,0.8079999999999999,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4,latin,484.0
24,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,beautiful people,Ed Sheeran - Khalid,album,pop,71783101.0,False,No.6 Collaborations Project,2019-07-12,1,15,0.64,0.647,5,-8.113999999999999,0,0.186,0.124,0.0,0.0801,0.546,92.979,197867,4,pop,491.0
25,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,highest in the room,Travis Scott,single,rap,13434540,True,HIGHEST IN THE ROOM,2019-10-04,1,1,0.598,0.4270000000000001,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4,rap,407.0
26,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,bop,DaBaby,album,north carolina hip hop,4807934.0,True,KIRK,2019-09-27,3,13,0.769,0.787,11,-3.909,1,0.3670000000000001,0.189,0.0,0.129,0.836,126.77,159715,4,hip hop,414.0
27,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,highest in the room  - remix,Travis Scott - ROSALÍA - Lil Baby,album,rap,13434540.0,True,JACKBOYS,2019-12-27,1,7,0.5589999999999999,0.491,2,-6.4060000000000015,0,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874,4,rap,323.0
28,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,heartless,The Weeknd,single,canadian contemporary r&b,25562055.0,True,Heartless,2019-11-27,1,1,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,4,r&b/soul,353.0
29,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,old town road - remix,Lil Nas X - Billy Ray Cyrus,single,country rap,3624644,False,7 EP,2019-06-21,1,8,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4,rap,512.0
30,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,lose control,MEDUZA - Becky Hill - Goodboys,single,edm,330975,False,Lose Control,2019-10-11,1,1,0.598,0.526,10,-8.658999999999999,0,0.0415,0.129,0.0,0.14,0.529,123.935,168387,4,dance/electronic,400.0
31,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,fantasias,Rauw Alejandro - Farruko,single,puerto rican pop,2633096,False,Fantasias,2019-08-29,1,1,0.879,0.703,1,-4.218999999999999,1,0.0701,0.143,0.0,0.0569,0.7879999999999999,94.004,199711,4,pop,443.0
32,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,7 rings,Ariana Grande,album,dance pop,52571724.0,True,"thank u, next",2019-02-08,10,12,0.778,0.317,1,-10.732,0,0.334,0.5920000000000001,0.0,0.0881,0.327,140.048,178627,4,pop
33,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,ayy macarena,Tyga,single,dance pop,5980363.0,True,Ayy Macarena,2019-11-13,1,1,0.816,0.63,2,-5.568,1,0.226,0.133,0.0,0.0692,0.715,96.493,131607,4,pop,367.0
34,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,before you go,Lewis Capaldi,album,pop,5649718.0,False,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22,13,15,0.459,0.575,3,-4.8580000000000005,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4,pop,358.0
35,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,no idea,Don Toliver,single,rap,1012488.0,False,No Idea,2019-05-29,1,1,0.6509999999999999,0.631,6,-5.7170000000000005,0,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,4,rap,535.0
36,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,lucid dreams,Juice WRLD,album,chicago rap,13266070.0,True,Goodbye & Good Riddance,2018-12-10,3,17,0.511,0.5660000000000001,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.90299999999998,239836,4,rap,705.0
37,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,bandit,Juice WRLD - YoungBoy Never Broke Again,single,chicago rap,13266070,True,Bandit (with YoungBoy Never Broke Again),2019-10-04,1,1,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,4,rap,407.0
38,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,how do you sleep?,Sam Smith,single,pop,14303985,False,How Do You Sleep?,2019-07-19,1,1,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,5,pop,484.0
42,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,la canción,J Balvin - Bad Bunny,album,latin,23718139.0,False,OASIS,2019-06-28,5,8,0.754,0.6459999999999999,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.08900000000003,242573,4,latin,505.0
41,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,south of the border,Ed Sheeran - Camila Cabello - Cardi B,album,pop,71783101.0,False,No.6 Collaborations Project,2019-07-12,2,15,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.6679999999999999,97.989,204467,4,pop,491.0
43,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,hola - remix,Dalex - Lenny Tavárez - Chencho Corleone - Juhn - Dímelo Flow,single,latin,2661429.0,False,Hola (Remix),2019-11-01,1,1,0.654,0.672,0,-5.98,0,0.311,0.471,0.0,0.0781,0.343,181.857,249520,4,latin,379.0
40,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,futsal shuffle 2020,Lil Uzi Vert,single,melodic rap,10065137.0,True,Futsal Shuffle 2020,2019-12-12,1,1,0.8809999999999999,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,198913,4,rap,338.0
44,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,piece of your heart,MEDUZA - Goodboys,single,edm,330975.0,False,Piece Of Your Heart,2019-02-01,1,1,0.677,0.7440000000000001,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4,dance/electronic,652.0
45,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,"10,000 hours",Dan + Shay - Justin Bieber,single,contemporary country,1943023.0,False,"10,000 Hours (with Justin Bieber)",2019-10-04,1,1,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4
47,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,callaita,Bad Bunny - Tainy,single,latin,26265604.0,True,Callaita,2019-05-31,1,1,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,latin,533.0
48,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,whine up,Nicky Jam - Anuel AA,album,latin,13105688.0,False,Intimo,2019-11-01,3,15,0.8170000000000001,0.665,9,-6.224,0,0.0758,0.0549,0.0,0.103,0.662,104.957,215460,4,latin,379.0
46,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,lalala,Y2K - bbno$,single,pop rap,248914.0,True,Lalala,2019-06-28,1,1,0.843,0.391,2,-7.899,1,0.0845,0.181,0.0,0.1369999999999999,0.496,129.972,160627,4,pop,505.0
49,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,sigues con el,Dímelo Flow - Arcangel - Sech,single,latin,180280.0,False,Sigues Con El,2019-12-13,1,1,0.883,0.6679999999999999,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.6759999999999999,87.97200000000002,226533,4,latin,337.0
50,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,out west,JACKBOYS - Travis Scott - Young Thug,album,rap,327979.0,True,JACKBOYS,2019-12-27,5,7,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,4,rap,323.0
51,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,roses - imanbek remix,SAINt JHN - Imanbek,single,melodic rap,546592.0,True,Roses (Imanbek Remix),2019-10-09,1,1,0.77,0.7240000000000001,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,4,rap,402.0
52,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,happier,Marshmello - Bastille,single,brostep,27670203.0,False,Happier,2018-08-17,1,1,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.1669999999999999,0.6709999999999999,100.015,214290,4,dance/electronic,820.0
53,https://open.spotify.com/track/4HBvwhhYo7YiYXkUDrOHzS,trampoline,SHAED - ZAYN,album,electropop,118188.0,False,Melt (Deluxe),2019-12-27,15,15,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.1369999999999999,0.498,126.803,184280,4,pop,323.0
54,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,shallow,Lady Gaga - Bradley Cooper,album,dance pop,14439685,False,A Star Is Born Soundtrack,2018-10-05,12,34,0.5720000000000001,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.3229999999999999,95.799,215733,4,pop,771.0
55,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,shape of you,Ed Sheeran,album,pop,71783101.0,False,÷ (Deluxe),2017-03-03,4,16,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713,4,pop,1349.0
56,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,no me conoce - remix,Jhay Cortez - J Balvin - Bad Bunny,album,latin,1371556.0,False,Famouz,2019-05-24,2,13,0.8059999999999999,0.7859999999999999,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4,latin,540.0
57,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,adicto,Tainy - Anuel AA - Ozuna,single,latin,179687.0,False,Adicto (with Anuel AA & Ozuna),2019-08-22,1,1,0.7340000000000001,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4,latin,450.0
59,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,suicidal,YNW Melly,album,melodic rap,4897771.0,True,Melly vs. Melvin,2019-11-22,2,14,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,0.235,140.004,222997,4,rap,358.0
60,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,goodbyes,Post Malone - Young Thug,single,dfw rap,29173640.0,True,Goodbyes (Feat. Young Thug),2019-07-05,1,1,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,174960,4,rap,498.0
58,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,que tire pa lante,Daddy Yankee,single,latin,20661027.0,False,Que Tire Pa Lante,2019-10-18,1,1,0.6579999999999999,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,4,latin,393.0
61,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,ballin,Mustard - Roddy Ricch,album,cali rap,766299.0,True,Perfect Ten,2019-06-28,9,10,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,4,rap,505.0
39,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,good as hell  - remix,Lizzo - Ariana Grande,single,dance pop,3308612.0,False,Good as Hell (feat. Ariana Grande) [Remix],2019-10-25,1,2,0.6679999999999999,0.892,5,-3.0010000000000003,0,0.0645,0.298,0.0,0.735,0.478,95.927,159011,4,pop,386.0
62,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,sweet but psycho,Ava Max,single,dance pop,2457248,False,Sweet but Psycho,2018-08-17,1,1,0.7190000000000001,0.7040000000000001,1,-4.724,1,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,4,pop,820.0
63,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,album,dance pop,52571724,True,"thank u, next",2019-02-08,11,12,0.7170000000000001,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,4
65,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,own it,Stormzy - Burna Boy - Ed Sheeran,album,grime,2022113,False,Heavy Is The Head,2019-12-13,11,16,0.8170000000000001,0.7809999999999999,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707,4,dance/electronic,337.0
66,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,one kiss,Calvin Harris - Dua Lipa,single,dance pop,20814678.0,False,One Kiss (with Dua Lipa),2018-04-06,1,1,0.7909999999999999,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.5920000000000001,123.994,214847,4,pop,953.0
64,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,ransom,Lil Tecca,album,melodic rap,3014761.0,True,We Love You Tecca,2019-08-30,1,18,0.745,0.642,7,-6.2570000000000014,0,0.287,0.0204,0.0,0.0658,0.226,179.97400000000005,131240,4,rap,442.0
67,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,sucker,Jonas Brothers,album,boy band,4654109.0,False,Happiness Begins,2019-06-07,1,14,0.8420000000000001,0.7340000000000001,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,4,boy band,526.0
68,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,girls like you,Maroon 5 - Cardi B,album,pop,27713137.0,True,Red Pill Blues (Deluxe),2018-06-15,22,22,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,235545,4,pop,883.0
69,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,wow.,Post Malone,album,dfw rap,29173640.0,True,Hollywood's Bleeding,2019-09-06,17,17,0.8290000000000001,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4,rap,435.0
70,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,loco contigo,DJ Snake - J Balvin - Tyga,album,dance pop,7101818.0,False,Carte Blanche,2019-07-25,10,17,0.6940000000000001,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,4,pop,478.0
71,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,con calma,Daddy Yankee - Snow,single,latin,20661027.0,False,Con Calma,2019-01-24,1,1,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.6559999999999999,93.989,193227,4,latin,660.0
72,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,when the partys over,Billie Eilish,album,electropop,34697267,False,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,7,14,0.3670000000000001,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.64200000000002,196077,4,pop
73,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,falling,Harry Styles,album,pop,10361677.0,False,Fine Line,2019-12-13,6,12,0.5670000000000001,0.267,4,-6.502000000000002,1,0.0299,0.8390000000000001,1.46e-06,0.089,0.0592,110.011,240133,4,pop,337.0
75,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,lights up,Harry Styles,album,pop,10361677,False,Fine Line,2019-12-13,4,12,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,4,pop,337.0
74,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,turn me on,Riton - Oliver Heldens - Vula,single,house,57810,False,Turn Me On (feat. Vula),2019-09-13,1,1,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000583,0.0862,0.517,124.052,208474,4,house,428.0
77,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,truth hurts,Lizzo,album,dance pop,3308612.0,True,Cuz I Love You (Deluxe),2019-05-03,13,14,0.715,0.624,4,-3.0460000000000003,0,0.114,0.11,0.0,0.123,0.412,158.08700000000005,173325,4,pop,561.0
76,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,higher love,Kygo - Whitney Houston,single,edm,6858400,False,Higher Love,2019-06-28,1,1,0.693,0.6779999999999999,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,228267,4,dance/electronic,505.0
78,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,bohemian rhapsody - remastered 2011,Queen,album,classic rock,29836055.0,False,A Night At The Opera (2011 Remaster),1975-11-21,11,12,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,4,rock,16421.0
80,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,dont stop me now - remastered 2011,Queen,album,classic rock,29836055.0,False,Jazz (2011 Remaster),1978-11-10,12,13,0.5589999999999999,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.7759999999999999,0.609,156.295,209413,4,rock,15336.0
81,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,con altura,ROSALÍA - J Balvin - El Guincho,single,r&b en espanol,4214973,False,Con Altura,2019-03-28,1,1,0.882,0.6890000000000001,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,r&b/soul,597.0
79,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,rockstar,Post Malone - 21 Savage,album,dfw rap,29173640.0,True,beerbongs & bentleys,2018-04-27,6,18,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.80100000000004,218147,4,rap,932.0
83,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,aventura,Lunay - Ozuna - Anuel AA,album,latin,3300801,False,Épico,2019-10-25,2,14,0.7290000000000001,0.726,5,-3.208,1,0.0422,0.223,0.0,0.101,0.8759999999999999,92.025,217130,4,latin,386.0
82,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,gang gang,JACKBOYS - Sheck Wes,album,rap,327979.0,True,JACKBOYS,2019-12-27,3,7,0.8590000000000001,0.6,7,-4.63,0,0.301,0.071,0.0,0.353,0.568,123.017,244761,4,rap,323.0
84,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,cant hold us - feat. ray dalton,Macklemore & Ryan Lewis,album,dance pop,2533828,False,The Heist,2012-10-09,2,15,0.6409999999999999,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,258343,4,pop,2949.0
85,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,dont call me up,Mabel,album,dance pop,1018847.0,False,Ivy To Roses (Mixtape),2019-01-18,1,15,0.674,0.8809999999999999,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4,pop,666.0
86,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,yellow hearts,Ant Saunders,single,pop,76003.0,False,Yellow Hearts,2019-06-18,1,1,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039,223258,4,pop,515.0
88,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,high hopes,Panic! At The Disco,album,baroque pop,10097733.0,False,Pray for the Wicked,2018-06-22,4,11,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.6809999999999999,82.014,190947,4,pop,876.0
87,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,lovely,Billie Eilish - Khalid,single,electropop,34697267.0,False,lovely (with Khalid),2018-04-19,1,1,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4,pop,940.0
90,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,gods plan,Drake,album,canadian hip hop,50593376.0,True,Scorpion,2018-06-29,5,25,0.754,0.449,7,-9.211,1,0.109,0.0332,8.290000000000001e-05,0.552,0.357,77.169,198973,4,hip hop,869.0
91,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD,wake me up,Avicii,album,big room,18439913.0,False,True,2013-09-13,1,12,0.532,0.7829999999999999,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4,house,2610.0
92,https://open.spotify.com/track/4AO1XhrgJczQ9bNVxdfKQe,what to do?,JACKBOYS - Travis Scott - Don Toliver,album,rap,327979,True,JACKBOYS,2019-12-27,6,7,0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46e-05,0.115,0.195,118.037,250142,4,rap,323.0
89,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,blanco,J Balvin,single,latin,23718139.0,False,Blanco,2019-11-15,1,1,0.87,0.706,9,-5.395,0,0.126,0.0253,0.0063,0.0872,0.593,100.013,145800,4,latin,365.0
93,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,indeciso,Reik - J Balvin - Lalo Ebratt,single,latin,4894647.0,False,Indeciso,2019-08-23,1,1,0.738,0.748,0,-4.902,1,0.0453,0.182,0.0,0.11,0.8959999999999999,94.949,217253,4,latin,449.0
